PFBCOLO CB Equity;ECOPETL CB Equity;GRUPOSUR CB Equity;BCOLO CB Equity;ISA CB Equity;NUTRESA CB Equity;GEB CB Equity;GRUPOARG CB Equity;PFAVAL CB Equity;PFGRUPSU CB Equity;PFDAVVND CB Equity;CEMARGOS CB Equity;PFGRUPOA CB Equity;EXITO CB Equity;BOGOTA CB Equity;CELSIA CB Equity;CORFICOL CB Equity;PFCEMARG CB Equity;CLH CB Equity;AVAL CB Equity;PFAVH CB Equity;BVC CB Equity;CNEC CB Equity;CONCONC CB Equity;ETB CB Equity
 26.500 ; 1.300 ; 36.960 ; 25.000 ; 9.990 ; 23.780 ; 1.845 ; 18.740 ; 1.155 ; 36.080 ; 28.980 ; 11.100 ; 17.840 ; 14.360 ; 59.240 ; 3.956 ; 34.664 ; 10.620 ; 11.700 ; 1.150 ; 2.720 ; 9.450 ; 11.040 ; 1.030 ; 577 
 26.400 ; 1.300 ; 36.740 ; 25.000 ; 9.940 ; 23.800 ; 1.845 ; 18.900 ; 1.160 ; 35.900 ; 28.900 ; 11.200 ; 17.840 ; 14.380 ; 59.980 ; 3.976 ; 34.645 ; 10.580 ; 11.700 ; 1.150 ; 2.720 ; 9.450 ; 11.040 ; 1.030 ; 578 
 26.140 ; 1.290 ; 36.480 ; 24.880 ; 9.940 ; 23.420 ; 1.820 ; 18.340 ; 1.155 ; 35.520 ; 28.940 ; 11.040 ; 17.680 ; 14.280 ; 59.220 ; 3.927 ; 34.469 ; 10.420 ; 11.480 ; 1.150 ; 2.700 ; 9.400 ; 10.880 ; 1.030 ; 577 
 25.900 ; 1.285 ; 36.400 ; 24.580 ; 9.950 ; 23.300 ; 1.820 ; 18.500 ; 1.150 ; 35.300 ; 28.900 ; 11.040 ; 17.300 ; 14.280 ; 59.120 ; 3.897 ; 34.293 ; 10.380 ; 11.340 ; 1.145 ; 2.695 ; 9.600 ; 10.640 ; 1.030 ; 570 
 25.640 ; 1.240 ; 35.300 ; 24.200 ; 9.900 ; 22.820 ; 1.825 ; 18.200 ; 1.150 ; 34.300 ; 28.520 ; 10.820 ; 17.300 ; 14.020 ; 59.500 ; 3.872 ; 33.902 ; 10.360 ; 11.020 ; 1.155 ; 2.730 ; 9.600 ; 10.200 ; 1.020 ; 565 
 26.000 ; 1.320 ; 35.500 ; 24.900 ; 9.900 ; 22.860 ; 1.805 ; 18.020 ; 1.165 ; 34.360 ; 28.660 ; 10.940 ; 17.300 ; 14.300 ; 61.620 ; 3.857 ; 34.410 ; 10.400 ; 11.100 ; 1.165 ; 2.680 ; 9.750 ; 10.340 ; 1.005 ; 560 
 26.320 ; 1.325 ; 35.900 ; 24.880 ; 10.000 ; 23.020 ; 1.805 ; 18.300 ; 1.175 ; 35.100 ; 28.960 ; 11.140 ; 17.480 ; 14.280 ; 61.620 ; 3.882 ; 34.430 ; 10.400 ; 11.320 ; 1.165 ; 2.680 ; 10.050 ; 10.460 ; 1.005 ; 599 
 26.600 ; 1.320 ; 36.300 ; 24.980 ; 10.100 ; 23.320 ; 1.805 ; 18.340 ; 1.190 ; 35.460 ; 29.060 ; 11.220 ; 17.560 ; 14.540 ; 61.980 ; 3.927 ; 34.742 ; 10.440 ; 11.300 ; 1.160 ; 2.705 ; 10.050 ; 10.520 ; 1.010 ; 598 
 26.820 ; 1.315 ; 36.640 ; 24.840 ; 10.160 ; 23.180 ; 1.815 ; 18.540 ; 1.220 ; 35.800 ; 29.200 ; 11.360 ; 17.600 ; 14.540 ; 61.960 ; 3.907 ; 35.250 ; 10.640 ; 11.240 ; 1.215 ; 2.720 ; 10.200 ; 10.640 ; 1.015 ; 600 
 26.860 ; 1.315 ; 36.380 ; 24.860 ; 10.200 ; 23.340 ; 1.820 ; 18.560 ; 1.215 ; 35.600 ; 29.300 ; 11.460 ; 17.660 ; 14.660 ; 61.120 ; 3.892 ; 35.211 ; 10.520 ; 11.180 ; 1.220 ; 3.135 ; 10.050 ; 10.420 ; 1.000 ; 594 
 26.820 ; 1.305 ; 35.680 ; 24.960 ; 10.260 ; 23.500 ; 1.825 ; 18.240 ; 1.225 ; 35.180 ; 29.300 ; 11.420 ; 17.540 ; 14.680 ; 61.940 ; 3.897 ; 35.661 ; 10.480 ; 11.020 ; 1.220 ; 3.260 ; 10.350 ; 10.500 ; 1.000 ; 606 
 26.820 ; 1.305 ; 35.680 ; 24.960 ; 10.260 ; 23.500 ; 1.825 ; 18.240 ; 1.225 ; 35.180 ; 29.300 ; 11.420 ; 17.540 ; 14.680 ; 61.940 ; 3.897 ; 35.661 ; 10.480 ; 11.020 ; 1.220 ; 3.260 ; 10.350 ; 10.500 ; 1.000 ; 606 
 26.980 ; 1.320 ; 36.660 ; 25.080 ; 10.180 ; 23.800 ; 1.820 ; 18.480 ; 1.205 ; 35.900 ; 29.100 ; 11.580 ; 17.540 ; 14.600 ; 61.920 ; 3.917 ; 36.051 ; 10.700 ; 11.240 ; 1.200 ; 3.440 ; 10.450 ; 10.720 ; 992 ; 603 
 27.000 ; 1.345 ; 36.300 ; 25.000 ; 10.060 ; 24.100 ; 1.810 ; 18.400 ; 1.200 ; 35.780 ; 29.600 ; 11.360 ; 17.500 ; 14.560 ; 61.780 ; 3.922 ; 36.247 ; 10.640 ; 11.240 ; 1.150 ; 3.395 ; 10.550 ; 10.660 ; 1.010 ; 600 
 27.300 ; 1.350 ; 37.000 ; 25.040 ; 10.060 ; 24.320 ; 1.815 ; 18.860 ; 1.210 ; 35.980 ; 29.600 ; 11.740 ; 17.600 ; 14.680 ; 61.240 ; 3.956 ; 36.149 ; 10.580 ; 11.100 ; 1.195 ; 3.585 ; 10.250 ; 10.400 ; 1.040 ; 598 
 26.900 ; 1.340 ; 37.000 ; 25.060 ; 9.970 ; 24.380 ; 1.800 ; 18.700 ; 1.195 ; 36.240 ; 29.700 ; 11.480 ; 17.560 ; 14.540 ; 60.000 ; 3.931 ; 35.778 ; 10.540 ; 10.900 ; 1.190 ; 3.585 ; 10.200 ; 10.180 ; 1.035 ; 598 
 27.800 ; 1.350 ; 37.480 ; 25.700 ; 9.960 ; 24.380 ; 1.800 ; 18.700 ; 1.200 ; 36.860 ; 30.000 ; 11.420 ; 17.560 ; 14.540 ; 59.900 ; 3.951 ; 36.032 ; 10.640 ; 11.120 ; 1.190 ; 3.800 ; 10.250 ; 10.200 ; 1.065 ; 592 
 27.680 ; 1.380 ; 37.400 ; 25.840 ; 9.980 ; 24.480 ; 1.830 ; 18.460 ; 1.205 ; 36.560 ; 29.760 ; 11.360 ; 17.600 ; 14.640 ; 60.900 ; 3.956 ; 35.954 ; 10.620 ; 11.340 ; 1.190 ; 3.615 ; 10.500 ; 10.260 ; 1.060 ; 592 
 27.240 ; 1.385 ; 38.000 ; 25.460 ; 9.970 ; 24.660 ; 1.790 ; 18.660 ; 1.210 ; 37.000 ; 30.000 ; 11.340 ; 17.520 ; 14.700 ; 60.880 ; 3.951 ; 36.071 ; 10.680 ; 11.200 ; 1.200 ; 3.410 ; 10.500 ; 10.040 ; 1.065 ; 589 
 27.100 ; 1.385 ; 38.420 ; 25.380 ; 9.980 ; 24.920 ; 1.800 ; 18.640 ; 1.210 ; 37.600 ; 29.700 ; 11.580 ; 17.660 ; 14.820 ; 61.300 ; 3.996 ; 36.110 ; 10.800 ; 11.100 ; 1.200 ; 3.590 ; 10.500 ; 9.950 ; 1.065 ; 593 
 26.980 ; 1.380 ; 38.240 ; 25.200 ; 9.900 ; 24.900 ; 1.800 ; 18.800 ; 1.175 ; 37.220 ; 29.700 ; 11.760 ; 17.820 ; 14.820 ; 61.000 ; 3.991 ; 36.149 ; 10.800 ; 11.000 ; 1.175 ; 3.655 ; 10.500 ; 10.040 ; 1.065 ; 590 
 27.200 ; 1.355 ; 37.640 ; 25.300 ; 9.850 ; 24.980 ; 1.785 ; 18.900 ; 1.185 ; 36.620 ; 29.800 ; 11.720 ; 17.800 ; 14.860 ; 61.920 ; 3.981 ; 35.778 ; 10.780 ; 11.200 ; 1.175 ; 3.650 ; 10.550 ; 10.020 ; 1.065 ; 589 
 26.940 ; 1.335 ; 36.500 ; 25.300 ; 9.820 ; 24.960 ; 1.785 ; 18.900 ; 1.180 ; 35.600 ; 29.900 ; 11.760 ; 17.800 ; 14.960 ; 61.100 ; 3.931 ; 35.582 ; 10.840 ; 11.160 ; 1.180 ; 3.590 ; 10.600 ; 10.000 ; 1.070 ; 587 
 27.180 ; 1.355 ; 37.140 ; 25.300 ; 9.840 ; 24.960 ; 1.810 ; 19.100 ; 1.190 ; 36.200 ; 29.920 ; 11.740 ; 17.880 ; 14.960 ; 61.980 ; 3.986 ; 36.169 ; 10.960 ; 11.200 ; 1.185 ; 3.590 ; 10.600 ; 10.000 ; 1.070 ; 600 
 26.920 ; 1.365 ; 37.500 ; 25.140 ; 9.910 ; 24.920 ; 1.790 ; 18.800 ; 1.190 ; 36.400 ; 29.880 ; 11.700 ; 17.860 ; 15.000 ; 61.980 ; 3.981 ; 35.797 ; 11.000 ; 11.280 ; 1.180 ; 3.550 ; 10.600 ; 10.200 ; 1.070 ; 597 
 27.460 ; 1.380 ; 38.100 ; 25.480 ; 9.980 ; 24.900 ; 1.810 ; 19.500 ; 1.205 ; 36.700 ; 29.920 ; 11.840 ; 18.140 ; 15.080 ; 60.300 ; 3.941 ; 36.247 ; 10.980 ; 11.300 ; 1.165 ; 3.595 ; 10.650 ; 9.970 ; 1.070 ; 596 
 27.180 ; 1.380 ; 38.200 ; 25.220 ; 9.980 ; 24.900 ; 1.810 ; 19.280 ; 1.215 ; 37.000 ; 30.000 ; 11.860 ; 18.140 ; 14.900 ; 60.200 ; 3.981 ; 36.227 ; 10.980 ; 11.300 ; 1.180 ; 3.600 ; 10.850 ; 9.980 ; 1.110 ; 600 
 27.180 ; 1.380 ; 38.200 ; 25.220 ; 9.980 ; 24.900 ; 1.810 ; 19.280 ; 1.215 ; 37.000 ; 30.000 ; 11.860 ; 18.140 ; 14.900 ; 60.200 ; 3.981 ; 36.227 ; 10.980 ; 11.300 ; 1.180 ; 3.600 ; 10.850 ; 9.980 ; 1.110 ; 600 
 27.120 ; 1.360 ; 37.980 ; 25.400 ; 9.930 ; 24.900 ; 1.810 ; 19.000 ; 1.215 ; 37.200 ; 29.840 ; 11.900 ; 17.640 ; 15.000 ; 60.200 ; 3.966 ; 35.876 ; 10.760 ; 11.240 ; 1.205 ; 3.600 ; 10.850 ; 9.980 ; 1.080 ; 600 
 27.640 ; 1.380 ; 38.000 ; 25.500 ; 9.960 ; 24.840 ; 1.810 ; 19.120 ; 1.220 ; 36.700 ; 30.720 ; 11.880 ; 18.000 ; 15.100 ; 60.340 ; 3.966 ; 35.836 ; 10.800 ; 11.460 ; 1.190 ; 3.705 ; 10.550 ; 9.960 ; 1.080 ; 594 
 27.860 ; 1.400 ; 38.800 ; 25.700 ; 10.080 ; 24.980 ; 1.815 ; 19.700 ; 1.235 ; 37.700 ; 31.120 ; 11.900 ; 18.500 ; 15.180 ; 61.680 ; 3.976 ; 36.227 ; 10.920 ; 11.780 ; 1.220 ; 3.730 ; 10.750 ; 10.080 ; 1.080 ; 598 
 27.840 ; 1.415 ; 38.600 ; 25.700 ; 10.140 ; 25.060 ; 1.845 ; 19.680 ; 1.230 ; 37.620 ; 31.300 ; 11.980 ; 18.660 ; 15.200 ; 63.000 ; 4.020 ; 36.501 ; 11.100 ; 11.800 ; 1.230 ; 3.715 ; 10.750 ; 9.960 ; 1.090 ; 605 
 27.840 ; 1.395 ; 38.500 ; 25.700 ; 10.180 ; 24.960 ; 1.850 ; 19.740 ; 1.215 ; 37.400 ; 31.300 ; 11.980 ; 18.700 ; 15.040 ; 63.000 ; 4.016 ; 36.520 ; 11.120 ; 11.600 ; 1.205 ; 3.720 ; 10.850 ; 9.970 ; 1.090 ; 603 
 27.840 ; 1.395 ; 38.500 ; 25.700 ; 10.180 ; 24.960 ; 1.850 ; 19.740 ; 1.215 ; 37.400 ; 31.300 ; 11.980 ; 18.700 ; 15.040 ; 63.000 ; 4.016 ; 36.520 ; 11.120 ; 11.600 ; 1.205 ; 3.720 ; 10.850 ; 9.970 ; 1.090 ; 603 
 28.280 ; 1.390 ; 38.200 ; 26.000 ; 10.140 ; 24.860 ; 1.835 ; 19.680 ; 1.205 ; 37.500 ; 30.640 ; 11.820 ; 18.660 ; 14.920 ; 62.980 ; 4.055 ; 36.599 ; 10.980 ; 11.660 ; 1.215 ; 3.740 ; 11.000 ; 9.750 ; 1.090 ; 607 
 28.380 ; 1.410 ; 38.300 ; 25.980 ; 10.120 ; 24.860 ; 1.840 ; 19.520 ; 1.205 ; 37.760 ; 30.640 ; 11.980 ; 18.660 ; 14.920 ; 62.940 ; 4.090 ; 36.345 ; 10.980 ; 11.640 ; 1.205 ; 3.660 ; 11.100 ; 9.880 ; 1.090 ; 614 
 28.180 ; 1.400 ; 38.200 ; 25.860 ; 10.100 ; 24.760 ; 1.830 ; 19.500 ; 1.220 ; 37.680 ; 30.680 ; 11.780 ; 18.480 ; 14.920 ; 61.560 ; 4.179 ; 36.384 ; 10.980 ; 11.580 ; 1.210 ; 3.550 ; 11.100 ; 9.800 ; 1.095 ; 631 
 27.920 ; 1.405 ; 38.480 ; 25.880 ; 10.120 ; 24.620 ; 1.845 ; 19.600 ; 1.210 ; 37.660 ; 30.660 ; 11.800 ; 18.580 ; 14.860 ; 62.000 ; 4.179 ; 36.345 ; 10.900 ; 11.640 ; 1.205 ; 3.600 ; 11.100 ; 9.730 ; 1.090 ; 633 
 27.700 ; 1.400 ; 37.860 ; 25.640 ; 10.060 ; 24.420 ; 1.845 ; 19.320 ; 1.215 ; 37.320 ; 30.580 ; 11.820 ; 18.500 ; 14.940 ; 61.000 ; 4.189 ; 35.954 ; 10.760 ; 11.640 ; 1.190 ; 3.655 ; 11.100 ; 9.750 ; 1.090 ; 629 
 27.720 ; 1.400 ; 38.040 ; 25.620 ; 10.080 ; 24.360 ; 1.845 ; 19.460 ; 1.205 ; 37.680 ; 30.500 ; 11.700 ; 18.640 ; 14.880 ; 62.400 ; 4.169 ; 35.934 ; 10.820 ; 11.600 ; 1.210 ; 3.470 ; 11.100 ; 9.550 ; 1.085 ; 639 
 27.840 ; 1.390 ; 38.380 ; 25.420 ; 10.160 ; 24.220 ; 1.835 ; 19.500 ; 1.210 ; 37.420 ; 30.600 ; 11.700 ; 18.600 ; 14.800 ; 62.400 ; 4.139 ; 35.622 ; 10.840 ; 11.560 ; 1.205 ; 3.430 ; 10.850 ; 9.400 ; 1.090 ; 638 
 27.660 ; 1.395 ; 38.500 ; 25.460 ; 10.140 ; 24.260 ; 1.835 ; 19.440 ; 1.200 ; 37.680 ; 30.520 ; 11.900 ; 18.480 ; 14.740 ; 61.920 ; 4.149 ; 34.977 ; 10.980 ; 11.640 ; 1.200 ; 3.385 ; 10.950 ; 9.280 ; 1.090 ; 637 
 27.660 ; 1.385 ; 38.260 ; 25.460 ; 10.140 ; 24.000 ; 1.835 ; 19.480 ; 1.185 ; 37.580 ; 30.900 ; 11.700 ; 18.400 ; 14.620 ; 61.880 ; 4.179 ; 34.703 ; 10.960 ; 11.440 ; 1.180 ; 3.460 ; 10.900 ; 9.260 ; 1.090 ; 636 
 27.660 ; 1.400 ; 38.400 ; 25.500 ; 10.140 ; 24.180 ; 1.830 ; 19.360 ; 1.200 ; 37.740 ; 31.080 ; 11.680 ; 18.400 ; 14.720 ; 61.480 ; 4.164 ; 34.605 ; 10.880 ; 11.440 ; 1.190 ; 3.135 ; 10.800 ; 9.150 ; 1.090 ; 642 
 27.740 ; 1.400 ; 38.840 ; 25.540 ; 10.200 ; 24.200 ; 1.835 ; 19.780 ; 1.210 ; 38.140 ; 31.500 ; 11.840 ; 18.660 ; 15.060 ; 61.800 ; 4.198 ; 35.309 ; 10.920 ; 11.520 ; 1.200 ; 3.260 ; 10.850 ; 9.230 ; 1.090 ; 645 
 27.780 ; 1.385 ; 38.880 ; 25.500 ; 10.260 ; 24.400 ; 1.840 ; 19.600 ; 1.210 ; 38.040 ; 31.600 ; 11.720 ; 18.580 ; 15.060 ; 61.780 ; 4.198 ; 35.543 ; 10.720 ; 11.540 ; 1.200 ; 3.240 ; 10.950 ; 9.270 ; 1.090 ; 655 
 28.160 ; 1.390 ; 38.820 ; 25.700 ; 10.400 ; 24.260 ; 1.840 ; 19.680 ; 1.215 ; 38.300 ; 31.420 ; 11.900 ; 18.680 ; 15.400 ; 60.700 ; 4.184 ; 34.996 ; 10.940 ; 11.520 ; 1.220 ; 3.210 ; 11.000 ; 9.200 ; 1.115 ; 643 
 27.780 ; 1.390 ; 39.100 ; 25.520 ; 10.520 ; 24.600 ; 1.830 ; 19.600 ; 1.215 ; 38.400 ; 31.780 ; 11.960 ; 18.700 ; 15.580 ; 61.640 ; 4.238 ; 34.195 ; 10.960 ; 11.800 ; 1.210 ; 3.200 ; 10.950 ; 9.000 ; 1.145 ; 641 
 27.620 ; 1.370 ; 39.300 ; 25.500 ; 10.500 ; 24.340 ; 1.820 ; 19.420 ; 1.220 ; 38.400 ; 31.440 ; 11.800 ; 18.600 ; 15.600 ; 61.000 ; 4.184 ; 34.000 ; 10.940 ; 11.660 ; 1.210 ; 3.150 ; 10.950 ; 8.500 ; 1.120 ; 646 
 27.560 ; 1.375 ; 39.000 ; 25.480 ; 10.560 ; 24.060 ; 1.800 ; 19.360 ; 1.195 ; 38.020 ; 31.460 ; 11.660 ; 18.840 ; 15.600 ; 59.860 ; 4.203 ; 33.668 ; 10.800 ; 11.460 ; 1.180 ; 3.085 ; 11.000 ; 8.430 ; 1.140 ; 638 
 27.580 ; 1.395 ; 39.060 ; 25.300 ; 10.480 ; 23.900 ; 1.810 ; 19.500 ; 1.200 ; 38.400 ; 31.200 ; 11.680 ; 18.580 ; 15.520 ; 60.780 ; 4.278 ; 33.902 ; 10.840 ; 11.400 ; 1.200 ; 2.780 ; 11.000 ; 8.300 ; 1.130 ; 633 
 27.840 ; 1.390 ; 39.460 ; 25.540 ; 10.540 ; 24.100 ; 1.825 ; 19.800 ; 1.215 ; 38.800 ; 31.200 ; 11.780 ; 18.820 ; 15.540 ; 60.120 ; 4.253 ; 33.902 ; 10.880 ; 11.500 ; 1.210 ; 2.700 ; 11.000 ; 8.480 ; 1.135 ; 637 
 27.800 ; 1.385 ; 39.480 ; 25.560 ; 10.640 ; 24.380 ; 1.830 ; 19.900 ; 1.220 ; 38.680 ; 31.540 ; 11.880 ; 18.820 ; 15.620 ; 60.080 ; 4.297 ; 33.941 ; 10.860 ; 11.700 ; 1.210 ; 2.555 ; 10.900 ; 8.500 ; 1.125 ; 639 
 27.800 ; 1.375 ; 39.440 ; 25.540 ; 10.760 ; 24.000 ; 1.820 ; 19.940 ; 1.215 ; 38.640 ; 31.000 ; 11.920 ; 18.800 ; 15.680 ; 60.640 ; 4.243 ; 34.039 ; 10.900 ; 11.520 ; 1.215 ; 2.735 ; 10.900 ; 8.130 ; 1.105 ; 648 
 27.480 ; 1.355 ; 39.300 ; 25.300 ; 10.620 ; 23.800 ; 1.820 ; 19.900 ; 1.220 ; 38.480 ; 30.640 ; 11.880 ; 18.860 ; 15.760 ; 60.200 ; 4.283 ; 34.097 ; 10.920 ; 11.320 ; 1.220 ; 2.735 ; 10.900 ; 8.250 ; 1.115 ; 648 
 27.280 ; 1.355 ; 38.800 ; 25.120 ; 10.520 ; 23.720 ; 1.805 ; 19.500 ; 1.205 ; 37.960 ; 30.040 ; 11.860 ; 18.620 ; 15.740 ; 60.660 ; 4.322 ; 33.941 ; 10.880 ; 11.300 ; 1.190 ; 2.710 ; 11.100 ; 8.240 ; 1.130 ; 647 
 27.220 ; 1.355 ; 38.260 ; 25.120 ; 10.600 ; 24.000 ; 1.815 ; 19.240 ; 1.210 ; 37.320 ; 29.820 ; 11.700 ; 18.500 ; 15.880 ; 60.700 ; 4.352 ; 33.609 ; 10.780 ; 10.960 ; 1.200 ; 2.735 ; 11.100 ; 8.480 ; 1.135 ; 649 
 27.240 ; 1.380 ; 38.260 ; 25.220 ; 10.560 ; 24.000 ; 1.805 ; 19.220 ; 1.205 ; 37.580 ; 30.140 ; 11.700 ; 18.580 ; 15.740 ; 60.620 ; 4.302 ; 33.179 ; 10.840 ; 10.940 ; 1.195 ; 2.725 ; 11.100 ; 8.590 ; 1.155 ; 653 
 27.300 ; 1.375 ; 38.480 ; 25.220 ; 10.740 ; 24.040 ; 1.830 ; 19.600 ; 1.200 ; 37.760 ; 30.340 ; 11.780 ; 18.600 ; 15.860 ; 60.680 ; 4.292 ; 32.085 ; 10.800 ; 10.800 ; 1.195 ; 2.780 ; 11.100 ; 8.500 ; 1.150 ; 654 
 26.840 ; 1.365 ; 37.660 ; 24.720 ; 10.600 ; 23.800 ; 1.815 ; 19.280 ; 1.145 ; 36.860 ; 29.980 ; 11.700 ; 18.300 ; 15.600 ; 55.540 ; 4.263 ; 27.376 ; 10.720 ; 10.600 ; 1.140 ; 2.750 ; 11.100 ; 8.330 ; 1.090 ; 649 
 27.300 ; 1.365 ; 38.000 ; 24.920 ; 10.700 ; 23.940 ; 1.815 ; 19.440 ; 1.145 ; 37.140 ; 29.800 ; 11.760 ; 18.400 ; 15.700 ; 59.500 ; 4.283 ; 29.310 ; 10.800 ; 10.820 ; 1.135 ; 2.775 ; 11.050 ; 8.650 ; 1.080 ; 645 
 27.640 ; 1.360 ; 38.440 ; 25.300 ; 10.800 ; 24.040 ; 1.830 ; 19.660 ; 1.165 ; 37.560 ; 30.160 ; 11.780 ; 18.640 ; 15.840 ; 57.980 ; 4.297 ; 28.822 ; 10.800 ; 10.820 ; 1.160 ; 2.780 ; 11.050 ; 8.730 ; 1.095 ; 644 
 27.340 ; 1.350 ; 38.740 ; 25.060 ; 10.840 ; 24.040 ; 1.830 ; 19.700 ; 1.170 ; 37.560 ; 30.180 ; 11.800 ; 18.760 ; 15.780 ; 58.520 ; 4.297 ; 27.649 ; 10.820 ; 10.780 ; 1.160 ; 2.815 ; 11.050 ; 8.750 ; 1.100 ; 643 
 27.400 ; 1.355 ; 38.500 ; 25.040 ; 10.760 ; 24.280 ; 1.815 ; 19.660 ; 1.160 ; 37.540 ; 29.900 ; 11.760 ; 18.760 ; 15.780 ; 59.400 ; 4.307 ; 27.942 ; 10.800 ; 10.800 ; 1.150 ; 2.785 ; 11.050 ; 8.740 ; 1.105 ; 637 
 27.200 ; 1.345 ; 38.100 ; 25.020 ; 10.780 ; 24.280 ; 1.815 ; 19.760 ; 1.150 ; 37.480 ; 30.100 ; 11.740 ; 18.680 ; 15.800 ; 59.680 ; 4.292 ; 27.649 ; 10.780 ; 10.780 ; 1.145 ; 2.770 ; 11.100 ; 8.900 ; 1.020 ; 645 
 27.400 ; 1.310 ; 37.700 ; 25.100 ; 10.800 ; 24.200 ; 1.820 ; 19.580 ; 1.150 ; 37.000 ; 30.020 ; 11.700 ; 18.600 ; 15.720 ; 58.000 ; 4.317 ; 27.806 ; 10.720 ; 10.780 ; 1.135 ; 2.845 ; 11.100 ; 8.750 ; 1.015 ; 648 
 27.820 ; 1.335 ; 37.500 ; 25.460 ; 10.980 ; 24.160 ; 1.815 ; 19.800 ; 1.155 ; 36.120 ; 30.100 ; 11.860 ; 18.720 ; 15.920 ; 58.780 ; 4.426 ; 28.607 ; 10.820 ; 10.800 ; 1.140 ; 2.810 ; 11.100 ; 8.650 ; 1.015 ; 643 
 27.240 ; 1.320 ; 37.220 ; 24.940 ; 11.260 ; 23.780 ; 1.820 ; 19.860 ; 1.140 ; 36.260 ; 30.000 ; 11.820 ; 18.840 ; 15.900 ; 58.760 ; 4.431 ; 28.431 ; 10.820 ; 10.780 ; 1.130 ; 2.800 ; 11.000 ; 8.540 ; 1.005 ; 643 
 27.680 ; 1.335 ; 36.880 ; 25.300 ; 11.220 ; 23.700 ; 1.810 ; 19.880 ; 1.155 ; 36.000 ; 29.800 ; 11.780 ; 18.960 ; 15.700 ; 57.980 ; 4.327 ; 27.766 ; 10.800 ; 10.640 ; 1.125 ; 2.800 ; 11.100 ; 8.530 ; 1.000 ; 643 
 27.300 ; 1.320 ; 36.580 ; 25.000 ; 11.200 ; 23.600 ; 1.820 ; 19.760 ; 1.135 ; 35.500 ; 29.700 ; 11.700 ; 18.740 ; 15.540 ; 58.000 ; 4.381 ; 28.665 ; 10.780 ; 10.760 ; 1.125 ; 2.805 ; 11.850 ; 8.650 ; 1.010 ; 640 
 27.520 ; 1.310 ; 36.780 ; 25.300 ; 11.440 ; 23.460 ; 1.805 ; 19.880 ; 1.135 ; 35.820 ; 29.480 ; 11.800 ; 18.800 ; 15.440 ; 57.080 ; 4.421 ; 28.216 ; 10.860 ; 10.620 ; 1.125 ; 2.660 ; 11.800 ; 8.620 ; 998 ; 640 
 27.400 ; 1.315 ; 36.920 ; 25.040 ; 11.380 ; 23.200 ; 1.815 ; 19.800 ; 1.125 ; 36.400 ; 29.700 ; 11.800 ; 18.920 ; 15.360 ; 58.000 ; 4.431 ; 27.942 ; 10.740 ; 10.600 ; 1.125 ; 2.590 ; 11.650 ; 8.810 ; 1.020 ; 640 
 27.580 ; 1.320 ; 36.820 ; 25.200 ; 11.320 ; 23.120 ; 1.820 ; 19.860 ; 1.140 ; 36.540 ; 30.180 ; 11.680 ; 18.720 ; 15.400 ; 58.000 ; 4.426 ; 28.020 ; 10.880 ; 10.560 ; 1.125 ; 2.655 ; 11.550 ; 8.710 ; 1.020 ; 640 
 27.640 ; 1.320 ; 37.340 ; 25.300 ; 11.340 ; 23.700 ; 1.820 ; 19.840 ; 1.140 ; 36.680 ; 30.380 ; 11.880 ; 18.760 ; 15.480 ; 57.200 ; 4.411 ; 26.965 ; 10.760 ; 10.680 ; 1.125 ; 2.650 ; 11.550 ; 8.600 ; 1.015 ; 634 
 27.540 ; 1.330 ; 37.280 ; 25.280 ; 11.340 ; 23.860 ; 1.815 ; 19.920 ; 1.120 ; 36.760 ; 30.300 ; 11.840 ; 18.820 ; 15.500 ; 58.000 ; 4.352 ; 26.301 ; 10.860 ; 10.660 ; 1.120 ; 2.625 ; 11.550 ; 8.630 ; 1.015 ; 636 
 27.600 ; 1.295 ; 37.040 ; 25.240 ; 11.420 ; 23.960 ; 1.800 ; 19.760 ; 1.130 ; 36.700 ; 29.200 ; 11.800 ; 18.700 ; 15.220 ; 57.040 ; 4.352 ; 25.597 ; 10.840 ; 10.420 ; 1.120 ; 2.600 ; 11.550 ; 8.400 ; 1.010 ; 635 
 27.400 ; 1.310 ; 37.480 ; 25.120 ; 11.340 ; 23.920 ; 1.815 ; 19.900 ; 1.130 ; 37.080 ; 29.380 ; 11.920 ; 18.900 ; 15.200 ; 58.000 ; 4.377 ; 26.086 ; 10.900 ; 10.640 ; 1.120 ; 2.710 ; 11.500 ; 8.380 ; 1.005 ; 640 
 27.600 ; 1.315 ; 37.900 ; 25.280 ; 11.360 ; 24.100 ; 1.820 ; 19.900 ; 1.130 ; 37.380 ; 29.520 ; 11.820 ; 18.800 ; 15.320 ; 57.980 ; 4.386 ; 26.711 ; 10.820 ; 10.540 ; 1.120 ; 2.745 ; 11.500 ; 8.520 ; 1.005 ; 640 
 27.880 ; 1.315 ; 38.300 ; 25.420 ; 11.400 ; 23.780 ; 1.820 ; 19.960 ; 1.145 ; 37.840 ; 29.500 ; 11.900 ; 18.960 ; 15.320 ; 57.960 ; 4.362 ; 27.552 ; 10.880 ; 10.500 ; 1.125 ; 2.770 ; 11.500 ; 8.400 ; 1.005 ; 644 
